title,start_date,end_date,URL,content
「보험업감독규정」 일부개정고시(안) 규정변경예고,2024-07-10,2024-07-31,https://www.fsc.go.kr/po040301/view?noticeId=4004&curPage=3&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목「보험업감독규정」 일부개정고시(안) 규정변경예고
시작날짜: 2024-07-10 종료날짜: 2024-07-31
내용: ◎ 금융위원회 공고 제2024-243호

  ｢보험업감독규정｣을 개정함에 있어 그 개정이유와 주요 내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제41조에 따라 다음과 같이 공고합니다.
2024년 7월 10일
금융위원회 위원장

  ｢보험업감독규정｣ 일부개정고시안 규정변경예고

1. 개정이유

   실손보험 청구 전산화를 위한 보험업법 개정(’23.10.24일 공포)에 따라 전자 전송이 가능한 서류 범위 및 요양기관의 전송 의무 예외 사유 등을 규정하기 위해 보험업감독규정 개정

2. 주요내용

가. 전자적 형태로 전송 가능한 서류 (안 제4-44조)

   실손의료보험의 계약자 등의 요청에 따라 요양기관이 보험회사에 전자적 형태로 전송하는 서류를 아래와 같이 규정

   1) 「국민건강보험 요양급여의 기준에 관한 규칙」 제7조제1항의 계산서·영수증 및 이에 준하는 서류
   2) 「국민건강보험 요양급여의 기준에 관한 규칙」 제7조 제3항 및 제4항에 따른 세부산정내역
   3) 「의료법 시행규칙」 제12조에 따른 처방전
 나. 요양기관의 전송의무 예외사유 (안 제4-45조)
 
   요양기관의 업무정지처분, 전자의무기록 시스템 미사용, 휴·폐업하는 경우 등을 요양기관의 청구서류 전송의무 예외사유로 규정

 다. 요양기관에서 보험회사로 정보 전송시 요건 규정(안 제4-46조, 4-47조)

   정보 전송시 암호화 등을 통한 안전성 확보 조치, 해킹 보호 조치, 요양기관 상호 식별·인증조치를 시행하도록 규정하고, 전송대행기관의 개인정보보호법 및 신용정보보호법 준수 의무를 규정하고, 법 제102조의6제1항에 따라 본인확인 방법을 규정

 라. 전송대행기관 전산시스템 운영 (안 제4-48조)

   전송대행기관의 전산시스템을 의료법상의 전자의무기록시스템, 신용정보법상의 신용정보공동전산망 등에 연결할 수 있음을 규정

    
  3. 의견제출

  이 개정안에 대하여 의견이 있는 기관‧단체 또는 개인은 2024년 7월 31일까지 다음 사항을 기재한 의견서를 금융위원회 보험과로 제출하여 주시기 바랍니다.

  가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
  나. 성명(기관‧단체의 경우 기관‧단체명과 대표자명), 주소 및 전화번호
  다. 보내실 곳 : 금융위원회 보험과
     ◦ 주소 : (03171) 서울특별시 종로구 세종대로 209 정부서울청사 15층 
     ◦ 전화 : 02-2100-2962,
     ◦ 팩스 : 02-2100-2947
     ◦ 이메일 : seungri12@korea.kr

※ 자세한 사항은 금융위원회 홈페이지(www.fsc.go.kr/정책마당/법령정보/입법예고)를 참고하시기 바랍니다."
「전자금융거래법 시행령」 일부개정령(안) 입법예고,2024-07-05,2024-08-14,https://www.fsc.go.kr/po040301/view?noticeId=4003&curPage=3&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목「전자금융거래법 시행령」 일부개정령(안) 입법예고
시작날짜: 2024-07-05 종료날짜: 2024-08-14
내용: ◎ 금융위원회 공고 제2024-225호

｢전자금융거래법 시행령｣ 일부개정령안 입법예고를 하는데 있어, 그 개정이유와 주요내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 ‘행정절차법’ 제41조에 따라 다음과 같이 공고합니다.

2024년 7월 5일
금융위원회 위원장

｢전자금융거래법 시행령｣ 일부개정령안 입법예고

1. 개정이유
  ‘단순 전자금융사고 보고의무 위반 과태료’(신설, 5천만원)와 기존 ‘침해사고 보고의무 위반 과태료’(6백만원) 간 형평성 등을 고려하여 과태료 수준을 합리적으로 조정할 필요

2. 주요내용

가. 모든 사고 보고의무 위반에 대해 동일한 과태료 부과수준(1천만원) 적용





위반행위

근거법조문

금액(만원)



현행

개정안



바. 법 제21조제2항을 위반하여 금융위원회가 정 하는 기준을 준수하지 않은 경우

법 제51조
제1항제1호

5,000

5,000
 단, 정보기술부문 및 전자금융과 관련된 사고(침해사고 보고는 제외한다)에 대한 보고 의무를 위반한 경우에는 1,000만원으로 한다.




하. 법 제21조의5제1항을 위반하여 침해사고를 알리지 않은 경우

법 제51조
제3항제6호

600

1,000





3. 의견제출
  이 개정안에 대하여 의견이 있는 기관‧단체 또는 개인은 2024년 8월 14일까지 통합입법예고센터(http://opinion.lawmaking.go.kr)를 통하여 법령안을 확인한 후 온라인으로 의견을 제출하시거나, 다음 사항을 기재한 의견서를 금융위원회(참조 : 금융안전과)로 제출하여 주시기 바랍니다.

  가. 예고사항에 대한 항목별 의견(찬․반 여부와 그 이유)
  나. 성명(기관·단체의 경우 기관·단체명과 대표자명), 주소 및 전화번호
  다. 그 밖의 기타 참고사항 등

 ※ 제출의견을 보내실 곳
   - 일반우편 : (03171) 서울시 종로구 세종대로 209, 정부서울청사 금융위원회 금융안전과
   - 전자우편(이메일) : kwoh129@korea.kr 
   - 팩스 : 02-2100-2946
 
4. 그 밖의 사항
  개정안에 대한 자세한 사항은 금융위원회 금융안전과(전화 02-2100-2976)로 문의하여 주시기 바랍니다."
「개인금융채권의 관리 및 개인채무자 보호에 관한 법률 시행령」제정령안 입법예고 및「개인금융채권의 관리 및 개인채무자 보호에 관한 감독규정」제정안 행정예고,2024-07-05,2024-08-14,https://www.fsc.go.kr/po040301/view?noticeId=4002&curPage=3&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목「개인금융채권의 관리 및 개인채무자 보호에 관한 법률 시행령」제정령안 입법예고 및「개인금융채권의 관리 및 개인채무자 보호에 관한 감독규정」제정안 행정예고
시작날짜: 2024-07-05 종료날짜: 2024-08-14
내용: ◎ 금융위원회 공고 제2024 - 224호

「개인금융채권의 관리 및 개인채무자 보호에 관한 법률 시행령」제정령안 입법예고, 「개인금융채권의 관리 및 개인채무자 보호에 관한 감독규정」제정안 행정예고를 하는데 있어, 그 이유와 주요내용을 국민에게 미리 알려 이에 대한 의견을 듣기 위하여 「행정절차법」 제41조 및 제46조에 따라 다음과 같이 공고합니다.

                                          2024년 7월 5일
                                               금융위원장

「개인금융채권의 관리 및 개인채무자 보호에 관한 법률 시행령」제정령안 입법예고 및「개인금융채권의 관리 및 개인채무자 보호에 관한 감독규정」제정안 행정예고

1. 개정이유

 「개인금융채권의 관리 및 개인채무자 보호에 관한 법률」이 ’24.10.17일 시행됨에 따라 법에서 시행령에 위임한 사항과 시행령에서 감독규정에 위임한 사항을 구체적으로 정하기 위함

2. 주요내용

가. 금융회사 자체 채무조정 활성화

 - 연체 채무자를 실효성 있게 보호하면서도 채무조정 업무 수행시 금융회사 부담이 지나치게 확대되지 않도록 세부절차를 규정

 - 금융회사 자체 채무조정이 내실있게 운영될 수 있도록 운영원칙, 채무조정 전담인력 인력요건 등을 규정

 - 채무조정을 요청할 수 없는 경우로 채무조정 합의해제(미이행 등) 후 3개월이 지나지 않은 경우를 규정

 - 금융회사가 채무조정 합의해제를 할 수 있는 사유로 특별한 사정 없이 3개월 이상 채무조정 변제계획 미이행 등을 규정

 - 금융회사 부담을 지나치게 확대하지 않으면서 채무자 보호를 위한 통지방법 및 내용을 규정

나. 연체 발생에 따른 과다한 이자부담을 제한

 - 금융회사의 정상이익은 보존하도록 연체이자를 제한하는 경우에도 실제로 받을 수 있는 연체 채권 관리‧회수비용을 규정

 - 장래 이자채권 면제 대상 채권을 세부적으로 규정

다. 관행적 채권매각을 제한하여 채무자 보호를 강화

 - 양도가 금지되는 채권으로 반복 매각채권, 채권‧채무관계가 불명확한 채권을 추가 규정

 - 관행적 매각을 지양하고, 매각하는 경우에도 채무자 보호를 위해 필요한 사항을 규정

라. 과도한 추심을 제한하고, 채무자의 정상생활을 보장

 - 추심목적이 현저히 저해되지 않도록 추심횟수 계산방법을 규정

 - 추심 유예기간, 유예할 수 있는 사유 및 유예 예외사유를 규정

 - 특정 시간대와 특정 수단을 통한 추심연락 제한 요청에 응하도록 규정하고, 요청을 받아들이지 않을 수 있는 사유를 규정

3. 의견제출

  이 제정안에 대하여 의견이 있는 기관·단체 또는 개인은 2024년 8월 14일까지 국민참여입법센터 (http://opinion.lawmaking.go.kr)를 통하여 법령안을 확인한 후 의견을 제출하시거나, 다음 사항을 기재한 의견서를 금융위원회(참조 : 서민금융과)로 제출하여 주시기 바랍니다.

  가. 입법예고 및 행정예고 사항에 대한 의견(찬성 또는 반대 의견과 그 사유 및 기타 참고사항)
  나. 성명(단체의 경우 단체명과 대표자명), 주소 및 전화번호
  다. 보내실 곳 : 금융위원회(서민금융과)
  · 주소 : (03171) 서울시 종로구 세종대로 209 정부서울청사
  · 전화 : 02-2100-2612
  · 팩스 : 02-2100-2629
  · 이메일 : kimkm88@korea.kr, sojhn@korea.kr"
「상호금융업감독규정」 일부규정개정안 규정변경예고,2024-07-02,2024-07-12,https://www.fsc.go.kr/po040301/view?noticeId=4001&curPage=3&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목「상호금융업감독규정」 일부규정개정안 규정변경예고
시작날짜: 2024-07-02 종료날짜: 2024-07-12
내용: ◎ 금융위원회 공고 제2024-234호

  ｢상호금융업감독규정｣을 개정함에 있어 그 개정이유와 주요 내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제46조에 따라 다음과 같이 공고합니다.
2024년 7월 2일
금융위원회

｢상호금융업감독규정｣ 일부개정고시안 규정변경예고

1. 개정이유 및 주요내용
  부실채권(NPL) 정리를 목적으로 신협중앙회가 설립한 자회사(이하 ‘NPL 자회사’)가 부실채권을 매입하기 위해 필요한 재원을 신협중앙회로부터 원활히 차입할 수 있도록, NPL 자회사에 대한 신협중앙회의 대출은 신협중앙회의 동일 법인 대출한도(300억원)의 제한을 받지 않도록 함 (안 제18조의3)

2. 의견제출
  이 개정안에 대하여 의견이 있는 기관‧단체 또는 개인은 2024년 7월 12일까지 다음 사항을 기재한 의견서를 금융위원회(참조 : 상호금융팀)로 제출하여 주시기 바랍니다.
  가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
  나. 성명(기관‧단체의 경우 기관‧단체명과 대표자명), 주소 및 전화번호
  다. 그 밖의 참고사항 등

  ※ 제출의견 보내실 곳
   - 일반우편 : (03171) 서울시 종로구 세종대로 209 정부서울청사 
                금융위원회 상호금융팀
   - 전자우편 : gudwns9512@korea.kr
   - 팩스 : 02-2100-1661

3. 그 밖의 사항
 개정안에 대한 자세한 사항은 금융위원회 상호금융팀(02-2100-1661)으로 문의하여 주시기 바랍니다."
「전자금융감독규정」 일부규정개정안  규정변경예고,2024-06-26,2024-07-08,https://www.fsc.go.kr/po040301/view?noticeId=4000&curPage=3&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목「전자금융감독규정」 일부규정개정안  규정변경예고
시작날짜: 2024-06-26 종료날짜: 2024-07-08
내용: ◎ 금융위원회 공고 제2024-218호 

「전자금융감독규정」을 일부 개정함에 있어 그 개정이유와 주요내용을국민에게 미리 알려 이에 대한 의견을 듣기 위해 「행정절차법」 제46조에 따라 다음과 같이 공고합니다. 

2024년 6월 26일
금융위원회


「전자금융감독규정」 일부규정개정(안) 규정변경예고


1. 개정이유 

 개정「전자금융거래법」(법률 제19734호, 2023. 9. 14., 일부개정) 또는 「전자금융거래법 시행령」개정안('24.5.24일 입법예고)에서 고시에 위임한 내용을 규정하는 등 법령 개정 사항을 구체화하여 선불전자지급수단 이용자를 보호하고 소액후불결제업무 이용자의 편의를 제고하고자 하는 것임 


2. 주요내용 

가. 선불업 등록면제 금액 설정(안 제42조) 
 개정법상 선불업 등록을 면제할 수 있는 금액 기준을 위임해 시행령에서 금액 기준을 정한 바, 해당 금액 산정기준 설정 

나. 선불업 등록절차 정비(안 제48조)
 개정법에 따라 선불업 등록이 확대될 것에 대비하여, 선불업 등록절차를 정비

다. 소액후불결제업무 승인 세부 내용(안 제56조의2, 안 제56조의3, 안제56조의4) 
 개정법상 선불업자에게 소액후불결제업무 승인을 받아 겸영할 수 있도록 규정되어, 승인신청서, 승인 절차 등 관련 세부 내용 규정

라. 소액후불결제업무 관련 세부 내용 규정(안 제56조의5, 안 제56조의6) 
 시행령에서 규정한 소액후불결제업무의 총제공한도를 초과하는 경우에도 이용자에게 이미 부여한 한도를 제공할 수 있는 기간, 제공가능한 연체 정보의 범위와 같은 소액후불결제업무 관련 사항 규정


3. 의견제출

 이 개정안에 대하여 의견이 있는 기관‧단체 또는 개인은 2024년7월8일까지 다음 사항을 기재한 의견서를 금융위원회로 제출하여 주시기바랍니다.

가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
나. 성명(기관‧단체의 경우 기관‧단체명과 대표자명), 주소 및 전화번호
다. 그 밖의 참고 사항 등 

※ 제출의견 보내실 곳
- 일반우편 : 03171 서울특별시 종로구 세종대로 209 정부서울청사금융위원회 금융데이터정책과 
- 전자우편 : seungh2c@korea.kr 
- 팩스 : 02-2100-2548 


4. 그 밖의 사항 

 개정안에 대한 자세한 사항은 금융위원회 금융데이터정책과(전화02-2100-2621 팩스 02-2100-2548)로 문의하여 주시기 바랍니다."
｢금융투자업규정｣ 일부개정고시안 규정변경예고,2024-06-21,2024-08-01,https://www.fsc.go.kr/po040301/view?noticeId=3999&curPage=3&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목｢금융투자업규정｣ 일부개정고시안 규정변경예고
시작날짜: 2024-06-21 종료날짜: 2024-08-01
내용: ◎ 금융위원회 공고 제2024-211호

  ｢금융투자업규정｣을 개정함에 있어 그 개정이유와 주요 내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제46조에 따라 다음과 같이 공고합니다.
2024년 6월 21일
금융위원회

｢금융투자업규정｣ 일부개정고시안 규정변경예고

1. 개정이유 및 주요내용
  현행 120%인 신용공여대주의 최소담보비율을 105%로 인하하고, 신용공여대주의 담보로 제공되는 증권의 가치평가에 대해서는 금융투자업자가 자율규제로 정할 수 있도록 위임하려는 것임(제4-25조 및 제4-26조)

2. 의견제출
  이 개정안에 대하여 의견이 있는 기관‧단체 또는 개인은 2024년 8월 1일까지 다음 사항을 기재한 의견서를 금융위원회(참조 : 자본시장과)로 제출하여 주시기 바랍니다.
  가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
  나. 성명(기관‧단체의 경우 기관‧단체명과 대표자명), 주소 및 전화번호
  다. 그 밖의 참고사항 등

  ※ 제출의견 보내실 곳
   - 일반우편 : (03171) 서울시 종로구 세종대로 209 정부서울청사 
                금융위원회 자본시장과
   - 전자우편 : jieun88@korea.kr
   - 팩스 : 02-2100-2648

3. 그 밖의 사항
 개정안에 대한 자세한 사항은 금융위원회 자본시장과(02-2100-2652)로 문의하여 주시기 바랍니다."
「자본시장과 금융투자업에 관한 법률 시행령」 일부개정령안 입법예고,2024-06-21,2024-08-01,https://www.fsc.go.kr/po040301/view?noticeId=3998&curPage=3&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목「자본시장과 금융투자업에 관한 법률 시행령」 일부개정령안 입법예고
시작날짜: 2024-06-21 종료날짜: 2024-08-01
내용: ◎ 금융위원회 공고 제2024-212호

  ｢자본시장과 금융투자업에 관한 법률 시행령｣을 개정함에 있어 그 개정이유와 주요 내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제41조에 따라 다음과 같이 공고합니다.
2024년 6월 21일
금융위원회

｢자본시장과 금융투자업에 관한 법률 시행령｣ 일부개정령안 입법예고

1. 개정이유 및 주요내용
  순보유잔고 공시 기준을 순보유잔고 보고 기준과 동일하게 강화하여, 순보유잔고 비율이 0.01% 이상(1억원 미만 제외)이거나 평가액 10억원 이상인 경우 공시하도록 하려는 것임(제208조의3제2항)

2. 의견제출
  이 개정안에 대하여 의견이 있는 기관‧단체 또는 개인은 2024년 8월 1일까지 통합입법예고센터(http://opinion.lawmaking.go.kr)를 통하여 법령안을 확인한 후 의견을 제출하시거나, 다음 사항을 기재한 의견서를 금융위원회(참조 : 자본시장과)로 제출하여 주시기 바랍니다.
  가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
  나. 성명(기관‧단체의 경우 기관‧단체명과 대표자명), 주소 및 전화번호
  다. 그 밖의 참고사항 등

  ※ 제출의견 보내실 곳
   - 일반우편 : (03171) 서울시 종로구 세종대로 209 정부서울청사 
                금융위원회 자본시장과
   - 전자우편 : jieun88@korea.kr
   - 팩스 : 02-2100-2648

3. 그 밖의 사항
 개정안에 대한 자세한 사항은 금융위원회 자본시장과(02-2100-2652)로 문의하여 주시기 바랍니다."
「금융위원회와 그 소속기관 직제 시행규칙」 일부개정령안 입법예고,2024-06-10,2024-06-17,https://www.fsc.go.kr/po040301/view?noticeId=3997&curPage=3&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목「금융위원회와 그 소속기관 직제 시행규칙」 일부개정령안 입법예고
시작날짜: 2024-06-10 종료날짜: 2024-06-17
내용: ◎ 금융위원회 공고 제2024 - 200호

  「금융위원회와 그 소속기관 직제 시행규칙」을 일부 개정함에 있어 그 취지와 주요내용을 미리 국민에게 널리 알려 의견을 듣고자 행정절차법 제41조에 따라 다음과 같이 공고합니다.

2024년 6월 10일
금융위원회


 「금융위원회와 그 소속기관 직제 시행규칙」 일부개정령안 입법예고


1. 개정이유 및 주요내용

   디지털 금융혁신 총괄기능 강화를 위하여 금융위원회에 한시조직으로 설치한 금융혁신기획단을 정규조직으로 전환하면서 그 명칭을 디지털금융정책관으로 변경하고, 금융혁신기획단에 한시적으로 증원한 정원 10명(고위공무원단 1명, 4급 2명, 5급 5명, 6급 1명, 7급 1명)을 정규정원으로 전환하며, 가상자산 시장에 대한 효과적인 규율체계 마련을 위하여 2025년 12월 31일까지 존속하는 한시조직으로 금융산업국에 가상자산과를 신설하면서 이에 필요한 인력 8명(4급 1명, 5급 4명, 6급 2명, 7급 1명)을 한시적으로 증원하고, 금융위원회에 금융분야 인공지능 활용 활성화를 위하여 필요한 인력 1명(5급 1명) 및 자본시장 불공정거래 근절을 위하여 필요한 인력 3명(5급 1명, 6급 2명)을 각각 증원하되 증원하는 인력 중 1명(6급 1명)은 임기제공무원으로 임용하도록 하며, 혁신금융서비스에 대한 규제 특례 업무를 추진하기 위하여 증원한 한시정원 2명(4급 또는 5급 1명, 5급 1명)을 정규정원으로 전환하고,
  금융위원회 소속기관인 금융정보분석원에 한시조직으로 설치한 제도운영기획관 및 가상자산검사과의 존속기한을 2024년 6월 30일까지에서 2025년 12월 31일까지로 각각 연장하며, 금융정보분석원에 가상자산 관련 특정금융거래정보 심사 및 분석 업무를 추진하기 위하여 증원한 한시정원 1명(5급 1명)의 존속기한을 2024년 6월 30일까지에서 2025년 12월 31일까지로 연장하고, 금융위원회 하부조직 분장사무의 일부를 조정하는 내용으로 「금융위원회와 그 소속기관 직제」가 개정(대통령령 제00000호, 2024. 00. 00. 공포ㆍ시행)됨에 따라 변경되는 사항을 반영하는 한편,
  효율적인 조직 및 인력 운영을 위하여 총액인건비제팀인 금융공공데이터팀을 기획조정관 밑에서 금융산업국 밑으로 이관하고, 총액인건비제를 활용하여 기획조정관 밑에 위원회 의사운영 및 위원회 내 정보화 업무를 총괄하기 위하여 의사운영정보팀장을, 자본시장국장 밑에 기업회계와 관련한 회계제도 및 정책 업무를 전담하여 수행하기 위하여 회계제도팀장을 2027년 6월 24일까지를 존속기한으로 하여 각각 신설하고자 함. 

2. 의견제출

  『금융위원회와 그 소속기관 직제 시행규칙』 일부개정령안에 대하여 의견이 있는 단체 또는 개인은 다음 사항을 기재한 의견서를 2024년 6월 17일 월요일까지 금융위원회(참조: 행정인사과, 02-2100-2752, FAX: 2100-2759, e-mail: jeun60@korea.kr)로 제출하여 주시기 바랍니다.

  가. 예고사항에 대한 항목별 의견(찬․반 여부와 그 이유)
  나. 성명(단체의 경우 단체명과 대표자명), 주소 및 전화번호
  다. 기타 참고사항

 ※ 자세한 사항은 금융위원회 홈페이지(www.fsc.go.kr/지식마당/법령정보/입법예고)를 참고하시기 바랍니다."
은행업감독규정 등 5개업권 감독규정 일부개정고시(안) 규정변경예고,2024-06-05,2024-06-14,https://www.fsc.go.kr/po040301/view?noticeId=3996&curPage=4&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목은행업감독규정 등 5개업권 감독규정 일부개정고시(안) 규정변경예고
시작날짜: 2024-06-05 종료날짜: 2024-06-14
내용: ◎ 금융위원회 공고 제2024-202호

「은행업감독규정」,「상호저축은행업감독규정」,「상호금융업감독규정」,「보험업감독규정」,「여신전문금융업감독규정」을 일부 개정함에 있어 그 개정이유와 주요내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제41조에 따라 다음과 같이 「은행업감독규정」,「상호저축은행업감독규정」,「상호금융업감독규정」,「보험업감독규정」,「여신전문금융업감독규정」을 공고합니다.

2024년 6월 5일
금융위원회


감독규정 일부개정규정안 규정변경예고

1. 개정이유

 전세사기 피해자 등에 대한 주거안정 지원을 위한 한시적 주담대 규제 완화* 조치 적용기간 연장

 * ｢범부처 전세사기 피해자 지원 및 주거안정 지원방안｣(‘23.4.27.)에 따른 후속조치 


2. 주요내용

 가. 규제 완화 내용(‘23.6.21.~ 시행중)

  ㅇ (LTV) 경락대출 등 주택구입목적 주담대 LTV 완화

   - [일반대출] 비규제지역 LTV (1주택자)70%, (다주택자)60% → (주택수 무관)80% 허용

   - [경락자금] 낙찰가액 100% 대출가능

  ㅇ (DSR·DTI) 경락대출 등 주택구입목적 주담대 DSR·DTI 적용배제

 나. 적용기간 연장

  ㅇ (기존) ~2024.6.30. → (개정) ~2025.6.30. [1년 연장]


3. 의견제출

이 개정규정안에 대하여 의견이 있는 단체 또는 개인은 2024년 6월 14일까지 다음 사항을 기재한 의견서를 금융위원회(참조 : 금융정책과, 전화 : 02-2100-1695, 팩스 : 02-2100-1699, 이메일 : fsc0894@korea.kr)로 제출하여 주시기 바랍니다.

  가. 입법예고사항에 대한 의견(찬성 또는 반대 의견과 그 사유 및 기타 참고사항)

  나. 성명(단체의 경우 단체명과 대표자명), 주소 및 전화번호

  다. 보내실 곳 : 금융위원회 금융정책과(주소 : 03171 서울시 종로구 세종대로 209)

  ※ 자세한 사항은 금융위원회 홈페이지(www.fsc.go.kr/법령정보/입법예고)를 참고하시기 바랍니다."
｢자본시장과 금융투자업에 관한 법률 시행령 일부개정령안｣ 입법예고 및 ｢증권의 발행 및 공시 등에 관한 규정 일부개정고시안｣ 규정변경예고,2024-06-04,2024-07-16,https://www.fsc.go.kr/po040301/view?noticeId=3995&curPage=4&srchKey=&srchText=&srchBeginDt=&srchEndDt=,"제목｢자본시장과 금융투자업에 관한 법률 시행령 일부개정령안｣ 입법예고 및 ｢증권의 발행 및 공시 등에 관한 규정 일부개정고시안｣ 규정변경예고
시작날짜: 2024-06-04 종료날짜: 2024-07-16
내용: ◉금융위원회 공고 제2024-174호

 「자본시장과 금융투자업에 관한 법률 시행령」, 「증권의 발행 및 공시 등에 관한 규정」을 개정함에 있어 그 개정이유와 주요 내용을 국민에게 미리 알려 이에 대한 의견을 듣고자 행정절차법 제41조에 따라 다음과 같이「자본시장과 금융투자업에 관한 법률 시행령 일부개정령안」, 「증권의 발행 및 공시 등에 관한 규정 일부개정고시안」을 공고합니다.

                                       2024년 6월 4일
 금융위원회

「자본시장과 금융투자업에 관한 법률 시행령 일부개정령안」 입법예고 및 
「증권의 발행 및 공시 등에 관한 규정 일부개정고시안」규정변경예고

1. 개정이유

  ‘24.1.30일 발표한 「주권상장법인 자기주식 제도개선 방안」 후속조치 및 현행 제도 운영상의 일부 미비한 규정 정비

2. 주요내용

가. 일정규모 이상 자기주식 보유시 공시의무 부과(시행령안 제176조의2 제6항, 규정안 제4-3조 제1항 제3호 거목)
  - 자사주 보유 비중이 발행주식총수의 100분의 5 이상인 경우 자기주식 보유에 관한 보고서를 작성하고, 사업보고서 첨부서류로 제출 등

나. 인적분할시 자기주식에 대해 신주 배정 제한(시행령안 제176조의5, 제176조의6)
    * 합병에 대해서도 동일하게 신주 배정 제한

 - 상장법인에 대해서는 인적분할 또는 합병시 자사주에 대한 신주 배정을 제한

다. 자사주 처분시 주요사항보고서 공시 확대(규정안 제5-1조제2호, 제5-2조제3호)
 - 자사주를 처분하는 경우 처분상대방, 예상되는 주식가치 희석효과 등을 추가적으로 공시하도록 규정

라. 자사주 신탁취득 등에 대한 규제차익 해소 (규정안 제5-2조, 제5-4조, 제5-10조)
 - 자사주를 신탁으로 취득하는 경우에도 취득예정금액에 미달하여 취득시사유서를 제출하도록 하는 등 직접 취득과 규제차익 해소

3. 의견제출

   개정안에 대한 자세한 사항은 금융위원회 홈페이지(www.fsc.go.kr/지식마당/법령정보/입법예고)를 참고하시기 바랍니다. 

   이 개정안에 대하여 의견이 있는 기관‧단체 또는 개인은 2024년 7월 16일까지 통합입법예고센터(http://opinion.lawmaking.go.kr)를 통하여 법령안을 확인한 후 의견을 제출하시거나, 다음 사항을 기재한 의견서를 금융위원회(공정시장과)로 제출하여 주시기 바랍니다.

  가. 예고 사항에 대한 찬성 또는 반대 의견(반대 시 이유 명시)
  나. 성명(기관‧단체의 경우 기관‧단체명과 대표자명), 주소 및 전화번호
  다. 그 밖의 참고 사항 등

※ 제출의견을 보내실 곳
- 일반우편 : 03171 서울시 종로구 세종대로 209 정부서울청사 금융위원회 
- 전자우편(이메일) : skmagic21@korea.kr 
- 전화 : 02-2100-2691
- 팩스 : 02-2100-2678

4. 그 밖의 사항

   개정안에 대한 자세한 사항은 금융위원회 홈페이지(www.fsc.go.kr/지식마당/법령정보/입법예고)를 참고하시기 바랍니다."
