RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,ALL_TURSM_TOUR_EXPNDTR_INTEN_VALUE,DMSTC_TURSM_TOUR_EXPNDTR_INTEN_VALUE,OVSEA_TURSM_TOUR_EXPNDTR_INTEN_VALUE
"53335631","20240930","M","30대","서울특별시","700만원 이상","약간 더 많이","비슷하게","약간 더 많이"
"53335669","20240930","F","50대","서울특별시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53335726","20240930","F","30대","충청남도(세종시 포함)","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53335876","20240930","M","50대","부산광역시","300이상500만원 미만","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53335951","20240930","M","20대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53336055","20240930","F","30대","대전광역시","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53336273","20240930","M","40대","서울특별시","300만원 미만","비슷하게","약간 더 적게","약간 더 많이"
"53336386","20240930","F","50대","인천광역시","모름","약간 더 적게","비슷하게","약간 더 적게"
"53336629","20240930","F","60대","경기도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53336659","20240930","F","40대","광주광역시","300만원 미만","약간 더 많이","비슷하게","약간 더 적게"
"53336974","20240930","F","50대","경기도","700만원 이상","훨씬 더 많이","비슷하게","훨씬 더 많이"
"53337025","20240930","M","50대","전라북도","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53337054","20240930","M","40대","충청남도(세종시 포함)","300만원 미만","비슷하게","비슷하게","비슷하게"
"53337169","20240930","F","40대","경기도","700만원 이상","약간 더 많이","훨씬 더 적게","비슷하게"
"53337173","20240930","M","60대","경기도","700만원 이상","약간 더 많이","비슷하게","약간 더 많이"
"53337251","20240930","M","60대","울산광역시","700만원 이상","약간 더 많이","비슷하게","비슷하게"
"53337476","20240930","F","30대","서울특별시","모름","약간 더 적게","훨씬 더 적게","약간 더 적게"
"53337508","20240930","M","40대","광주광역시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53337573","20240930","F","50대","울산광역시","500이상700만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53337689","20240930","F","50대","전라북도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53337850","20240930","M","40대","경기도","500이상700만원 미만","훨씬 더 많이","훨씬 더 많이","훨씬 더 많이"
"53338019","20240930","M","50대","서울특별시","700만원 이상","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53338199","20240930","M","40대","대전광역시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53338234","20240930","M","30대","경상남도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53338428","20240930","F","20대","경상남도","모름","훨씬 더 많이","훨씬 더 많이","훨씬 더 많이"
"53338496","20240930","M","50대","대구광역시","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53338649","20240930","F","60대","서울특별시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53338886","20240930","F","20대","서울특별시","모름","비슷하게","훨씬 더 많이","약간 더 많이"
"53338926","20240930","F","50대","경기도","700만원 이상","비슷하게","약간 더 많이","비슷하게"
"53339081","20240930","F","50대","경기도","300이상500만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53339154","20240930","F","30대","강원도","500이상700만원 미만","약간 더 많이","비슷하게","약간 더 많이"
"53339208","20240930","F","20대","경기도","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53339236","20240930","F","30대","전라북도","모름","훨씬 더 많이","약간 더 많이","약간 더 많이"
"53339253","20240930","F","30대","대전광역시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53339271","20240930","F","40대","경상남도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53339608","20240930","F","60대","서울특별시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53339683","20240930","M","60대","경기도","300이상500만원 미만","약간 더 많이","약간 더 많이","훨씬 더 많이"
"53339698","20240930","M","30대","대구광역시","모름","약간 더 많이","약간 더 많이","비슷하게"
"53339832","20240930","F","40대","경기도","500이상700만원 미만","비슷하게","약간 더 적게","약간 더 많이"
"53339891","20240930","F","30대","경기도","700만원 이상","훨씬 더 많이","비슷하게","훨씬 더 많이"
"53339993","20240930","F","40대","강원도","700만원 이상","비슷하게","비슷하게","비슷하게"
"53339995","20240930","F","50대","충청남도(세종시 포함)","모름","훨씬 더 많이","비슷하게","훨씬 더 많이"
"53340086","20240930","M","60대","대구광역시","300만원 미만","비슷하게","비슷하게","약간 더 적게"
"53340141","20240930","M","30대","경기도","모름","비슷하게","약간 더 많이","약간 더 많이"
"53340156","20240930","M","40대","전라남도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53340286","20240930","M","50대","경기도","700만원 이상","비슷하게","비슷하게","비슷하게"
"53340334","20240930","M","40대","경기도","300이상500만원 미만","비슷하게","약간 더 적게","약간 더 적게"
"53340501","20240930","F","40대","경기도","300이상500만원 미만","약간 더 많이","훨씬 더 많이","훨씬 더 많이"
"53340530","20240930","M","50대","경기도","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53340549","20240930","M","40대","경상남도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53340552","20240930","F","40대","경상북도","500이상700만원 미만","훨씬 더 많이","약간 더 많이","훨씬 더 많이"
"53340798","20240930","M","30대","부산광역시","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53340854","20240930","F","40대","경기도","500이상700만원 미만","약간 더 많이","비슷하게","약간 더 많이"
"53341204","20240930","F","60대","대구광역시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53341270","20240930","F","50대","경상남도","700만원 이상","약간 더 많이","비슷하게","약간 더 많이"
"53341299","20240930","F","60대","서울특별시","300이상500만원 미만","비슷하게","약간 더 많이","약간 더 많이"
"53341440","20240930","M","50대","경상북도","300이상500만원 미만","약간 더 많이","약간 더 많이","비슷하게"
"53341458","20240930","M","40대","서울특별시","300만원 미만","훨씬 더 많이","훨씬 더 적게","훨씬 더 많이"
"53341527","20240930","M","40대","부산광역시","모름","비슷하게","비슷하게","비슷하게"
"53341628","20240930","F","30대","경상북도","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53341743","20240930","F","50대","서울특별시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53341755","20240930","M","40대","대구광역시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53341828","20240930","M","40대","부산광역시","500이상700만원 미만","약간 더 적게","약간 더 적게","약간 더 적게"
"53342089","20240930","F","50대","경상남도","모름","약간 더 많이","비슷하게","비슷하게"
"53342120","20240930","F","50대","부산광역시","500이상700만원 미만","약간 더 많이","비슷하게","약간 더 많이"
"53342330","20240930","M","50대","서울특별시","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53342561","20240930","F","50대","경기도","500이상700만원 미만","약간 더 많이","약간 더 많이","약간 더 많이"
"53342564","20240930","F","40대","전라북도","모름","비슷하게","약간 더 많이","비슷하게"
"53342752","20240930","F","30대","광주광역시","300만원 미만","약간 더 많이","비슷하게","비슷하게"
"53342783","20240930","F","40대","인천광역시","모름","약간 더 적게","훨씬 더 적게","훨씬 더 적게"
"53342976","20240930","M","30대","경상북도","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53343053","20240930","F","30대","경기도","300이상500만원 미만","약간 더 적게","비슷하게","비슷하게"
"53343109","20240930","M","30대","경기도","모름","약간 더 많이","약간 더 적게","약간 더 적게"
"53343151","20240930","M","60대","경기도","700만원 이상","약간 더 많이","비슷하게","약간 더 많이"
"53343153","20240930","F","40대","서울특별시","300만원 미만","약간 더 적게","약간 더 적게","훨씬 더 적게"
"53343156","20240930","F","30대","서울특별시","300만원 미만","비슷하게","비슷하게","비슷하게"
"53343369","20240930","M","60대","전라북도","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53343458","20240930","F","40대","경기도","700만원 이상","약간 더 적게","약간 더 적게","훨씬 더 적게"
"53343482","20240930","M","40대","충청남도(세종시 포함)","700만원 이상","약간 더 적게","약간 더 적게","약간 더 적게"
"53343494","20240930","M","40대","경상남도","700만원 이상","약간 더 적게","약간 더 적게","약간 더 적게"
"53343787","20240930","F","40대","부산광역시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53343925","20240930","M","30대","대구광역시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53343935","20240930","M","20대","서울특별시","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53344000","20240930","F","40대","경기도","500이상700만원 미만","비슷하게","훨씬 더 적게","비슷하게"
"53344073","20240930","M","50대","경기도","모름","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53344568","20240930","M","50대","서울특별시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53344603","20240930","F","60대","부산광역시","300이상500만원 미만","약간 더 적게","약간 더 적게","약간 더 적게"
"53344880","20240930","F","40대","대구광역시","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53344958","20240930","M","40대","경기도","300이상500만원 미만","비슷하게","비슷하게","훨씬 더 적게"
"53345163","20240930","F","40대","인천광역시","700만원 이상","약간 더 많이","약간 더 많이","비슷하게"
"53345211","20240930","F","40대","충청남도(세종시 포함)","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53345535","20240930","M","60대","광주광역시","700만원 이상","비슷하게","비슷하게","약간 더 많이"
"53345676","20240930","M","60대","경기도","700만원 이상","비슷하게","비슷하게","비슷하게"
"53345719","20240930","F","60대","부산광역시","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53345904","20240930","F","30대","서울특별시","모름","비슷하게","비슷하게","비슷하게"
"53346182","20240930","F","20대","대구광역시","모름","약간 더 많이","약간 더 많이","약간 더 많이"
"53346196","20240930","M","20대","경기도","모름","약간 더 적게","비슷하게","비슷하게"
"53346422","20240930","F","60대","경기도","300이상500만원 미만","비슷하게","비슷하게","비슷하게"
"53346431","20240930","M","20대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53346582","20240930","M","20대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53346615","20240930","F","40대","울산광역시","300이상500만원 미만","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53346660","20240930","M","50대","경기도","700만원 이상","약간 더 많이","약간 더 많이","약간 더 많이"
"53346690","20240930","F","60대","경기도","700만원 이상","비슷하게","비슷하게","약간 더 많이"
"53346745","20240930","M","40대","경기도","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53347061","20240930","F","40대","대구광역시","700만원 이상","훨씬 더 적게","훨씬 더 적게","훨씬 더 적게"
"53347080","20240930","M","60대","부산광역시","700만원 이상","비슷하게","비슷하게","비슷하게"
"53347088","20240930","M","20대","서울특별시","300만원 미만","비슷하게","비슷하게","비슷하게"
"53347307","20240930","M","40대","경기도","모름","비슷하게","비슷하게","비슷하게"
"53347385","20240930","F","50대","서울특별시","500이상700만원 미만","약간 더 많이","약간 더 많이","비슷하게"
"53347617","20240930","F","30대","경기도","300만원 미만","훨씬 더 적게","약간 더 적게","훨씬 더 적게"
"53347623","20240930","M","40대","인천광역시","500이상700만원 미만","비슷하게","비슷하게","비슷하게"
"53347659","20240930","M","40대","경상남도","700만원 이상","약간 더 많이","약간 더 많이","비슷하게"
